filename,start_date,finish_date,start_time,end_time,start_coordinates,end_coordinates
Morze Emocji 2025 track (2).gpx,2025-08-13,2025-08-15,01:18:52,10:30:11,"54.771377,17.556585","55.939741,16.645755"
