filename,start_date,finish_date,start_time,end_time,start_coordinates,end_coordinates

d9b6f1f8e2f1b9758d8adb519aeb33cf.gpx,2025-07-21,2025-07-21,21:54:23,22:35:09,"65.787679,-13.935983","65.771135,-13.918149"
YB3_23326_Positions.gpx,2025-08-04,2025-08-05,12:00:05,04:00:05,"63.444130,-20.269730","63.444140,-20.269770"
